,Drug Regimen,Tumor Volume (mm3)
1001,Zoniferol,51.810320399999995
1002,Zoniferol,54.40488176
1003,Zoniferol,56.96120016
1004,Zoniferol,62.32717066
1005,Zoniferol,64.29408493
1006,Zoniferol,45.0
1007,Zoniferol,49.27397096
1008,Zoniferol,50.90789028
1009,Zoniferol,51.99141616
1010,Zoniferol,54.91379857
1011,Zoniferol,56.28147652
1012,Zoniferol,57.05280546
1013,Zoniferol,57.63078195
1014,Zoniferol,61.38024887
1015,Zoniferol,63.48869678
1016,Zoniferol,45.0
1017,Zoniferol,46.56263793
1018,Zoniferol,47.29326012
1019,Zoniferol,51.41490358
1020,Zoniferol,52.60436695
1021,Zoniferol,54.55544168
1022,Zoniferol,57.14614388
1023,Zoniferol,59.45504074
1024,Zoniferol,60.86184431
1025,Zoniferol,61.84005842
1026,Zoniferol,45.0
1027,Zoniferol,47.00658024
1028,Zoniferol,50.15972132
1029,Zoniferol,52.53994926
1030,Zoniferol,54.06098332
1031,Zoniferol,56.770280299999996
1032,Zoniferol,60.41370908
1033,Zoniferol,45.0
1034,Zoniferol,46.84985157
1035,Zoniferol,47.8944415
1036,Zoniferol,48.57151582
1037,Zoniferol,49.20205408
1038,Zoniferol,50.9706889
1039,Zoniferol,52.74771768
1040,Zoniferol,54.81081251
1041,Zoniferol,56.99481589
1042,Zoniferol,62.10965102
1043,Zoniferol,45.0
1044,Zoniferol,45.83265378
1045,Zoniferol,50.31164687
1046,Zoniferol,52.13308139
1047,Zoniferol,52.67271205
1048,Zoniferol,57.25758287
1049,Zoniferol,59.3643535
1050,Zoniferol,60.83866059
1051,Zoniferol,63.19442807
1052,Zoniferol,68.61106075
1053,Zoniferol,45.0
1054,Zoniferol,45.52301371
1055,Zoniferol,47.64687735
1056,Zoniferol,52.11008758
1057,Zoniferol,45.0
1058,Zoniferol,46.76116373
1059,Zoniferol,47.56567364
1060,Zoniferol,48.25424839
1061,Zoniferol,51.82663825
1062,Zoniferol,54.76333852
1063,Zoniferol,56.91739838
1064,Zoniferol,58.59399318
1065,Zoniferol,59.90304448
1066,Zoniferol,62.32796606
1067,Zoniferol,45.0
1068,Propriva,45.0
1069,Propriva,46.09909969
1070,Zoniferol,45.0
1071,Zoniferol,46.11198591
1072,Zoniferol,47.7259374
1073,Zoniferol,49.93472542
1074,Zoniferol,52.20451136
1075,Zoniferol,54.20983551
1076,Zoniferol,55.91016159
1077,Zoniferol,60.34714467
1078,Zoniferol,61.76860538
1079,Zoniferol,66.79415599
1080,Propriva,45.0
1081,Propriva,48.23211311
1082,Propriva,48.89955238
1083,Propriva,50.8546323
1084,Propriva,52.13232061
1085,Propriva,52.80591518
1086,Propriva,55.87990896
1087,Propriva,56.68355758
1088,Propriva,62.32434769
1089,Propriva,64.95756185
1090,Zoniferol,45.0
1091,Zoniferol,47.69067986
1092,Zoniferol,48.53356704
1093,Zoniferol,52.71663459
1094,Zoniferol,54.08090836
1095,Zoniferol,55.07622853
1096,Zoniferol,57.41974389
1097,Zoniferol,62.23657157
1098,Zoniferol,63.28107148
1099,Zoniferol,64.57522157
1100,Placebo,45.0
1101,Placebo,45.69112405
1102,Placebo,47.97292708
1103,Placebo,52.34308525
1104,Placebo,54.59570541
1105,Placebo,56.41331977
1106,Placebo,59.91693443
1107,Placebo,64.0528731
1108,Placebo,67.21174279
1109,Placebo,72.25596306
1110,Placebo,45.0
1111,Placebo,46.58881978
1112,Placebo,48.01878792
1113,Placebo,51.16113815
1114,Placebo,52.94290169
1115,Placebo,45.0
1116,Placebo,47.11661587
1117,Placebo,48.59386234
1118,Placebo,49.21773243
1119,Placebo,50.22993419
1120,Placebo,52.71318786
1121,Placebo,55.03620625
1122,Placebo,60.33385242
1123,Placebo,62.0341267
1124,Placebo,66.09647477
1125,Placebo,45.0
1126,Placebo,48.71756819
1127,Placebo,49.59518129
1128,Placebo,53.82797367
1129,Placebo,57.01331331
1130,Placebo,60.13186217
1131,Placebo,64.95809178
1132,Placebo,66.56196302
1133,Placebo,69.59273198
1134,Placebo,70.71762058
1135,Placebo,45.0
1136,Placebo,46.86291194
1137,Placebo,48.51509085
1138,Placebo,50.21860469
1139,Placebo,45.0
1140,Placebo,46.76466824
1141,Placebo,48.2816334
1142,Placebo,48.857600700000006
1143,Placebo,50.87369027
1144,Placebo,53.30318455
1145,Placebo,45.0
1146,Placebo,46.08598142
1147,Placebo,46.81731526
1148,Placebo,47.79809961
1149,Placebo,49.25812581
1150,Placebo,53.40587053
1151,Placebo,55.41365961
1152,Placebo,57.38241296
1153,Placebo,58.01114583
1154,Placebo,45.0
1155,Placebo,47.459052899999996
1156,Placebo,52.1816442
1157,Placebo,57.22498064
1158,Placebo,62.35160945
1159,Placebo,64.11914213
1160,Placebo,45.0
1161,Placebo,47.31305537
1162,Placebo,49.50027098
1163,Placebo,50.59663325
1164,Placebo,53.00686463
1165,Placebo,58.21462437
1166,Placebo,60.2559245
1167,Placebo,65.95236791
1168,Placebo,67.68529456
1169,Placebo,69.82314577
1170,Placebo,45.0
1171,Placebo,47.23801112
1172,Placebo,51.34975705
1173,Placebo,52.83394196
1174,Placebo,56.60755210000001
1175,Placebo,60.60029169
1176,Placebo,62.46438515
1177,Placebo,66.94912136
1178,Placebo,70.7152176
1179,Placebo,73.21293851
1180,Placebo,45.0
1181,Placebo,45.72568973
1182,Placebo,48.17950638
1183,Placebo,49.26607873
1184,Placebo,51.95057423
1185,Placebo,56.29220039
1186,Placebo,59.00590207
1187,Placebo,59.88765475
1188,Placebo,65.02179944
1189,Placebo,65.81516535
1190,Placebo,45.0
1191,Placebo,48.85813451
1192,Placebo,52.61468889
1193,Zoniferol,45.0
1194,Zoniferol,47.71795156
1195,Placebo,45.0
1196,Placebo,46.22079642
1197,Placebo,50.64903842
1198,Placebo,45.0
1199,Placebo,45.0
1200,Placebo,46.76092721
1201,Placebo,51.1237037
1202,Placebo,55.88633793
1203,Placebo,60.61005916
1204,Placebo,65.74177723
1205,Placebo,68.21706974
1206,Placebo,69.08509415
1207,Placebo,70.26647887
1208,Placebo,73.05945435
1209,Placebo,45.0
1210,Placebo,48.64107818
1211,Placebo,52.28893409
1212,Placebo,53.61040585
1213,Placebo,56.84885016
1214,Placebo,57.82697598
1215,Placebo,59.37461452
1216,Placebo,61.88802678
1217,Placebo,65.97112017
1218,Placebo,66.84263453
1219,Placebo,45.0
1220,Placebo,45.95539895
1221,Placebo,47.01357514
1222,Placebo,48.32264018
1223,Placebo,51.18597648
1224,Placebo,51.96821056
1225,Placebo,52.64889350000001
1226,Placebo,53.71315792
1227,Placebo,45.0
1228,Placebo,47.18678778
1229,Placebo,49.00012468
1230,Placebo,45.0
1231,Placebo,45.8508307
1232,Placebo,47.18920597
1233,Placebo,47.67123558
1234,Placebo,49.739712899999994
1235,Placebo,51.10442109
1236,Placebo,52.81311518
1237,Placebo,55.19273639
1238,Placebo,55.98767551
1239,Placebo,58.63497149
1240,Placebo,45.0
1241,Placebo,48.78627194
1242,Placebo,51.82640965
1243,Placebo,53.90048909
1244,Placebo,57.54815669
1245,Placebo,61.86857673
1246,Placebo,67.19787186
1247,Placebo,68.13428817
1248,Placebo,45.0
1249,Placebo,45.92125272
1250,Placebo,46.39268805
1251,Placebo,48.08512552
1252,Placebo,52.6367
1253,Placebo,55.87658787
1254,Placebo,57.70411372
1255,Placebo,60.46389851
1256,Placebo,61.530398899999994
1257,Placebo,63.42369517
1258,Placebo,45.0
1259,Placebo,48.93701188
1260,Placebo,49.70144989
1261,Placebo,51.38148886
1262,Placebo,56.17761143
1263,Placebo,60.51710253
1264,Placebo,62.03059364
1265,Placebo,45.0
1266,Placebo,46.65738471
1267,Placebo,47.52063206
1268,Placebo,45.0
1269,Placebo,47.78327981
1270,Placebo,49.21931669
1271,Placebo,51.532603
1272,Placebo,52.81863401
1273,Placebo,57.10641821
1274,Placebo,60.09857184
1275,Placebo,64.29116351
1276,Placebo,66.60436771
1277,Placebo,69.04284082
1278,Placebo,45.0
1279,Placebo,47.891487100000006
1280,Placebo,52.614163500000004
1281,Placebo,53.45863887
1282,Placebo,56.52795159
1283,Propriva,45.0
1284,Propriva,46.55853236
1285,Propriva,48.66560668
1286,Propriva,49.77074144
1287,Propriva,54.20518054
1288,Propriva,55.34183416
1289,Propriva,45.0
1290,Propriva,46.55308986
1291,Propriva,47.86737569
1292,Propriva,49.53040137
1293,Propriva,50.71242334
1294,Propriva,51.84638147
1295,Propriva,54.37934505
1296,Propriva,56.51068234
1297,Propriva,58.60544816
1298,Propriva,62.19141437
1299,Propriva,45.0
1300,Propriva,46.04211582
1301,Propriva,46.60694676
1302,Propriva,48.775285499999995
1303,Propriva,50.18010935
1304,Ceftamin,45.0
1305,Ceftamin,45.67110442
1306,Ceftamin,48.98371668
1307,Ceftamin,49.69466533
1308,Ceftamin,51.91490968
1309,Ceftamin,54.04133326
1310,Ceftamin,55.44515483
1311,Ceftamin,56.79656665
1312,Ceftamin,59.55568466
1313,Ceftamin,61.38666032
1314,Ceftamin,45.0
1315,Ceftamin,45.80908882
1316,Ceftamin,46.78453491
1317,Ceftamin,45.0
1318,Ceftamin,46.17422627
1319,Ceftamin,48.35495154
1320,Ceftamin,49.28519504
1321,Ceftamin,53.24431157
1322,Ceftamin,54.95166826
1323,Ceftamin,56.31906537
1324,Ceftamin,57.60079774
1325,Ceftamin,59.44350649999999
1326,Ceftamin,64.29983003
1327,Ceftamin,45.0
1328,Ceftamin,46.37079759
1329,Ceftamin,48.14697758
1330,Ceftamin,48.72207785
1331,Ceftamin,45.0
1332,Ceftamin,45.61253918
1333,Ceftamin,47.25960594
1334,Ceftamin,50.52481268
1335,Ceftamin,51.90544699
1336,Ceftamin,55.81003359
1337,Ceftamin,57.91838132
1338,Ceftamin,45.0
1339,Ceftamin,48.00919049
1340,Ceftamin,49.13335499
1341,Ceftamin,51.58779906
1342,Ceftamin,54.44303502
1343,Ceftamin,55.08363235
1344,Ceftamin,55.74282869
1345,Ceftamin,45.0
1346,Ceftamin,46.25187204
1347,Ceftamin,48.18206306
1348,Ceftamin,49.40687901
1349,Ceftamin,52.22832698
1350,Ceftamin,52.84755893
1351,Ceftamin,58.09360446
1352,Ceftamin,61.40599916
1353,Ceftamin,63.84485785
1354,Ceftamin,67.74866174
1355,Ceftamin,45.0
1356,Ceftamin,46.73500592
1357,Ceftamin,49.52273955
1358,Ceftamin,50.80651856
1359,Ceftamin,52.36198241
1360,Ceftamin,57.17353846
1361,Ceftamin,59.0332753
1362,Ceftamin,61.15313991
1363,Ceftamin,63.46954946
1364,Ceftamin,64.72983655
1365,Ceftamin,45.0
1366,Ceftamin,46.42265176
1367,Ceftamin,48.01516261
1368,Ceftamin,52.76102114
1369,Ceftamin,55.02572434
1370,Ceftamin,58.33595901
1371,Ceftamin,61.07194886
1372,Ceftamin,63.43063221
1373,Ceftamin,64.25102761
1374,Ceftamin,68.59474498
1375,Ceftamin,45.0
1376,Ceftamin,46.26879904
1377,Ceftamin,49.68361956
1378,Ceftamin,50.94754484
1379,Ceftamin,52.61749003
1380,Ceftamin,53.18065678
1381,Ceftamin,55.32909936
1382,Ceftamin,56.47412871
1383,Ceftamin,59.20566876
1384,Ceftamin,59.85195552
1385,Ceftamin,45.0
1386,Ceftamin,46.79925591
1387,Ceftamin,48.52997762
1388,Ceftamin,50.70127959
1389,Ceftamin,54.00534209
1390,Ceftamin,55.76714817
1391,Ceftamin,56.80306121
1392,Ceftamin,58.71448296
1393,Ceftamin,60.07268848
1394,Ceftamin,61.84902336
1395,Ceftamin,45.0
1396,Ceftamin,45.79206792
1397,Ceftamin,47.40483439
1398,Ceftamin,48.52237343
1399,Ceftamin,50.37805789
1400,Ceftamin,52.92534846
1401,Ceftamin,45.0
1402,Ceftamin,45.0
1403,Ceftamin,45.54607595
1404,Ceftamin,46.50147609
1405,Ceftamin,47.24292865
1406,Ceftamin,49.55426295
1407,Ceftamin,51.869058700000004
1408,Ceftamin,56.76715821
1409,Ceftamin,58.33914095
1410,Ceftamin,62.18795039
1411,Ceftamin,67.52748237
1412,Ceftamin,45.0
1413,Ceftamin,47.784681799999994
1414,Infubinol,45.0
1415,Infubinol,46.87048256
1416,Infubinol,47.66475264
1417,Infubinol,48.95147442
1418,Infubinol,49.49055902
1419,Infubinol,51.93995092
1420,Infubinol,55.45385519
1421,Infubinol,58.09262925
1422,Infubinol,60.56790371
1423,Infubinol,66.08306589
1424,Infubinol,45.0
1425,Infubinol,45.69933088
1426,Infubinol,45.0
1427,Infubinol,47.01036401
1428,Infubinol,45.0
1429,Infubinol,47.35388938
1430,Infubinol,51.03935653
1431,Infubinol,54.21606411
1432,Infubinol,54.82252091
1433,Infubinol,56.17445785
1434,Infubinol,60.16518046
1435,Infubinol,45.0
1436,Infubinol,45.63566174
1437,Infubinol,49.04883479
1438,Infubinol,50.82456031
1439,Infubinol,52.0050659
1440,Infubinol,55.65068132
1441,Infubinol,45.0
1442,Infubinol,48.15125091
1443,Infubinol,50.36310988
1444,Infubinol,51.54243058
1445,Infubinol,45.0
1446,Infubinol,45.49385802
1447,Infubinol,48.34655046
1448,Infubinol,49.38557373
1449,Infubinol,50.00513807
1450,Infubinol,45.0
1451,Infubinol,47.11180113
1452,Infubinol,49.43168536
1453,Infubinol,54.04621267
1454,Infubinol,55.24927296
1455,Infubinol,57.408638
1456,Infubinol,57.99279743
1457,Infubinol,60.064340200000004
1458,Infubinol,61.52527583
1459,Infubinol,62.43540402
1460,Infubinol,45.0
1461,Infubinol,46.05193075
1462,Infubinol,47.29850794
1463,Infubinol,51.26543971
1464,Infubinol,53.32350743
1465,Infubinol,55.65083791
1466,Infubinol,58.26844248
1467,Ceftamin,45.0
1468,Ceftamin,45.0
1469,Ceftamin,47.91899771
1470,Ceftamin,49.37993231
1471,Ceftamin,51.07355752
1472,Ceftamin,51.99761855
1473,Ceftamin,54.61397279
1474,Ceftamin,59.98950976
1475,Ceftamin,63.32933023
1476,Ceftamin,66.62283628
1477,Ceftamin,68.92318457
1478,Ceftamin,45.0
1479,Ceftamin,46.79525728
1480,Ceftamin,47.37134328
1481,Ceftamin,49.73440359
1482,Ceftamin,50.51343652
1483,Ceftamin,53.57606417
1484,Ceftamin,54.44471317
1485,Ceftamin,56.35353804
1486,Ceftamin,60.92153868
1487,Ceftamin,62.99935619
1488,Ceftamin,45.0
1489,Ceftamin,47.1969266
1490,Ceftamin,49.06702788
1491,Ceftamin,49.74642744
1492,Ceftamin,51.20796943
1493,Ceftamin,51.93528318
1494,Ceftamin,55.49282602
1495,Ceftamin,58.07758293
1496,Ceftamin,60.28040549
1497,Ceftamin,64.63494887
1498,Propriva,45.0
1499,Propriva,45.0
1500,Propriva,47.46126052
1501,Propriva,49.00080978
1502,Propriva,49.781180799999994
1503,Propriva,51.49073998
1504,Propriva,56.18466399
1505,Propriva,56.92497431
1506,Propriva,57.73594116
1507,Propriva,59.12995997
1508,Propriva,64.91136268
1509,Propriva,45.0
1510,Propriva,49.48194935
1511,Propriva,53.653969599999996
1512,Propriva,45.0
1513,Propriva,45.83113434
1514,Propriva,47.23569156
1515,Propriva,49.23234538
1516,Propriva,51.6216457
1517,Propriva,53.80437038
1518,Propriva,55.84141007
1519,Propriva,45.0
1520,Propriva,45.54470008
1521,Propriva,47.0810859
1522,Propriva,45.0
1523,Propriva,47.23593715
1524,Propriva,48.68575605
1525,Propriva,49.53689775
1526,Propriva,51.87706189
1527,Propriva,52.92882323
1528,Propriva,53.5970382
1529,Propriva,55.67999656
1530,Propriva,56.84243514
1531,Propriva,58.63340414
1532,Propriva,45.0
1533,Propriva,49.45327005
1534,Propriva,45.0
1535,Propriva,48.51342027
1536,Propriva,49.18601052
1537,Propriva,53.09033546
1538,Propriva,55.263858400000004
1539,Propriva,57.70666715
1540,Propriva,58.40647256
1541,Propriva,45.0
1542,Propriva,47.57671761
1543,Propriva,48.14635121
1544,Propriva,52.08163225
1545,Propriva,53.74473406
1546,Propriva,56.48521984
1547,Propriva,60.00878263
1548,Propriva,45.0
1549,Propriva,47.65642436
1550,Propriva,49.18823167
1551,Propriva,52.6826954
1552,Propriva,54.64329541
1553,Propriva,56.8494056
1554,Propriva,60.32871705
1555,Propriva,62.3304204
1556,Propriva,68.52585616
1557,Propriva,70.49278763
1558,Propriva,45.0
1559,Propriva,46.75426887
1560,Propriva,48.92989543
1561,Propriva,45.0
1562,Propriva,46.94101498
1563,Propriva,49.12296898
1564,Propriva,45.0
1565,Propriva,47.11597963
1566,Propriva,48.71066147
1567,Propriva,45.0
1568,Propriva,47.55428429
1569,Propriva,49.14570866
1570,Propriva,45.0
1571,Propriva,46.18874193
1572,Propriva,50.09475382
1573,Propriva,51.007258
1574,Propriva,55.09009691
1575,Propriva,55.75408257
1576,Propriva,58.95282911
1577,Propriva,60.86215883
1578,Propriva,61.77496268
1579,Propriva,45.0
1580,Propriva,45.9918078
1581,Propriva,46.73050592
1582,Propriva,47.67302921
1583,Propriva,49.11004966
1584,Propriva,45.0
1585,Propriva,46.51495016
1586,Propriva,47.14767002
1587,Propriva,51.50508551
1588,Propriva,53.61686347
1589,Propriva,54.74273316
1590,Propriva,59.65352453
1591,Propriva,65.36076742
1592,Propriva,71.17246321
1593,Propriva,72.45542116
1594,Propriva,45.0
1595,Propriva,49.21432799
1596,Propriva,52.6449057
1597,Propriva,54.588591
1598,Propriva,57.74069459
1599,Propriva,60.01674733
1600,Propriva,62.74364308
1601,Propriva,63.89531294
1602,Propriva,64.8511286
1603,Propriva,70.16774899
1604,Propriva,45.0
1605,Propriva,46.35184205
1606,Propriva,50.96529767
1607,Propriva,53.26643087
1608,Propriva,55.48168922
1609,Propriva,56.54551947
1610,Propriva,60.753924600000005
1611,Propriva,61.87227365
1612,Propriva,64.18322918
1613,Ceftamin,45.0
1614,Ceftamin,45.0
1615,Ceftamin,46.82793418
1616,Ceftamin,50.51749789
1617,Ceftamin,52.19836818
1618,Ceftamin,52.90529861
1619,Ceftamin,54.51057493
1620,Ceftamin,56.40642173
1621,Ceftamin,57.53855546
1622,Ceftamin,59.30528806
1623,Ceftamin,61.43389223
1624,Ceftamin,45.0
1625,Ceftamin,46.21397739
1626,Ceftamin,47.664387100000006
1627,Ceftamin,51.68325586
1628,Ceftamin,53.42766344
1629,Ceftamin,56.05774909
1630,Ceftamin,45.0
1631,Ceftamin,45.58680362
1632,Ceftamin,47.36020084
1633,Ceftamin,48.67945261
1634,Ceftamin,50.85614078
1635,Ceftamin,52.06848642
1636,Ceftamin,54.50300122
1637,Ceftamin,55.11829029
1638,Ceftamin,57.1971929
1639,Ceftamin,59.74190064
1640,Ceftamin,45.0
1641,Ceftamin,46.77681624
1642,Ceftamin,47.8391005
1643,Ceftamin,48.4684826
1644,Ceftamin,50.239855799999994
1645,Ceftamin,52.43006649
1646,Ceftamin,54.95222585
1647,Ceftamin,59.25348433
1648,Ceftamin,64.19234114
1649,Ceftamin,45.0
1650,Infubinol,45.0
1651,Infubinol,45.5911466
1652,Infubinol,47.22244619
1653,Infubinol,48.35223854
1654,Infubinol,49.61338303
1655,Infubinol,53.0788944
1656,Infubinol,54.36379731
1657,Infubinol,56.52332726
1658,Infubinol,58.31559250000001
1659,Infubinol,60.91876652
1660,Ramicane,45.0
1661,Ramicane,41.02051821
1662,Ramicane,41.63124731
1663,Ramicane,39.15800115
1664,Ramicane,39.687831700000004
1665,Ramicane,38.24881732
1666,Ramicane,39.00555435
1667,Ramicane,39.7695521
1668,Ramicane,40.44237037
1669,Ramicane,36.37451039
1670,Ketapril,45.0
1671,Ketapril,46.66876646
1672,Ketapril,50.65958094
1673,Capomulin,45.0
1674,Capomulin,45.64143788
1675,Capomulin,46.408361299999996
1676,Capomulin,43.31265415
1677,Capomulin,44.02037009
1678,Capomulin,44.55522595
1679,Capomulin,38.04408202
1680,Capomulin,38.75326548
1681,Capomulin,45.0
1682,Capomulin,45.78174579
1683,Capomulin,39.0054935
1684,Capomulin,35.46375763
1685,Capomulin,36.01558858
1686,Capomulin,33.89334515
1687,Capomulin,32.68065459
1688,Capomulin,33.06933705
1689,Capomulin,31.80484133
1690,Capomulin,32.37735684
1691,Capomulin,45.0
1692,Capomulin,43.87849569
1693,Capomulin,37.61494768
1694,Capomulin,38.17723195
1695,Capomulin,36.86687576
1696,Capomulin,33.94994037
1697,Capomulin,32.95967078
1698,Capomulin,28.32853059
1699,Capomulin,25.47214326
1700,Capomulin,23.34359787
1701,Capomulin,45.0
1702,Capomulin,41.53409702
1703,Capomulin,41.99922813
1704,Capomulin,39.52484301
1705,Capomulin,37.95035546
1706,Capomulin,38.61768433
1707,Capomulin,39.1679495
1708,Capomulin,39.84757556
1709,Capomulin,38.255627399999995
1710,Capomulin,38.93963263
1711,Capomulin,45.0
1712,Capomulin,45.47375302
1713,Capomulin,39.11389068
1714,Capomulin,39.77625003
1715,Capomulin,36.06583471
1716,Capomulin,36.61712031
1717,Capomulin,32.91529186
1718,Capomulin,30.20682488
1719,Capomulin,28.16739732
1720,Capomulin,28.48403281
1721,Capomulin,45.0
1722,Capomulin,45.85119285
1723,Capomulin,46.75907363
1724,Capomulin,47.48859931
1725,Capomulin,48.07045162
1726,Capomulin,44.00625702
1727,Capomulin,44.70805473
1728,Capomulin,40.207288500000004
1729,Capomulin,40.77081259
1730,Capomulin,41.48300765
1731,Capomulin,45.0
1732,Capomulin,43.180977399999996
1733,Capomulin,43.68802627
1734,Capomulin,41.84523536
1735,Capomulin,42.62996266
1736,Capomulin,43.06040875
1737,Capomulin,43.57170323
1738,Capomulin,44.16051879
1739,Capomulin,40.17192011
1740,Capomulin,40.72857787
1741,Capomulin,45.0
1742,Capomulin,45.59706359
1743,Capomulin,46.05960827
1744,Capomulin,46.53920617
1745,Capomulin,45.0
1746,Capomulin,45.76088647
1747,Capomulin,46.56841719
1748,Capomulin,47.21219992
1749,Capomulin,40.34394812
1750,Capomulin,35.50361557
1751,Capomulin,35.9783344
1752,Capomulin,35.45948978
1753,Capomulin,36.02413752
1754,Capomulin,31.02392294
1755,Capomulin,45.0
1756,Capomulin,45.83899787
1757,Capomulin,46.42536551
1758,Capomulin,47.32298428
1759,Capomulin,48.15820939
1760,Capomulin,42.41716589
1761,Capomulin,43.01368114
1762,Capomulin,43.76570537
1763,Capomulin,44.5850896
1764,Capomulin,38.125164399999996
1765,Capomulin,45.0
1766,Capomulin,45.70443431
1767,Capomulin,39.84822328
1768,Capomulin,40.45798877
1769,Capomulin,39.64829568
1770,Capomulin,40.15641269
1771,Capomulin,40.75221626
1772,Capomulin,41.43924156
1773,Capomulin,42.1510148
1774,Capomulin,40.65812366
1775,Capomulin,45.0
1776,Capomulin,45.89372032
1777,Capomulin,43.23196275
1778,Capomulin,43.68844893
1779,Capomulin,41.10809233
1780,Capomulin,40.29191661
1781,Capomulin,40.99311013
1782,Capomulin,41.66491577
1783,Capomulin,35.61130861
1784,Capomulin,36.04104736
1785,Capomulin,45.0
1786,Capomulin,45.59568527
1787,Capomulin,43.42101414
1788,Capomulin,37.97877782
1789,Capomulin,38.53113634
1790,Capomulin,34.97343761
1791,Capomulin,35.57877987
1792,Capomulin,36.17595269
1793,Capomulin,36.84389799
1794,Capomulin,37.31184577
1795,Capomulin,45.0
1796,Capomulin,45.73714484
1797,Capomulin,46.54429202
1798,Capomulin,47.37342325
1799,Capomulin,43.22567119
1800,Capomulin,41.08699106
1801,Capomulin,41.68079111
1802,Capomulin,40.40176542
1803,Capomulin,41.04204489999999
1804,Capomulin,41.58152074
1805,Capomulin,45.0
1806,Capomulin,41.01991315
1807,Capomulin,41.63001026
1808,Capomulin,42.28366512
1809,Capomulin,40.71642815
1810,Capomulin,38.9927339
1811,Capomulin,35.72602314
1812,Capomulin,36.3278696
1813,Capomulin,31.47541076
1814,Capomulin,31.896238399999998
1815,Capomulin,45.0
1816,Capomulin,44.02275246
1817,Capomulin,44.50204246
1818,Capomulin,45.21674299
1819,Capomulin,45.93332219
1820,Capomulin,46.80922469
1821,Capomulin,44.22147988
1822,Capomulin,44.70283296
1823,Capomulin,45.56582103
1824,Capomulin,40.1592203
1825,Capomulin,45.0
1826,Capomulin,45.83939976
1827,Capomulin,46.30400254
1828,Capomulin,42.17230079
1829,Capomulin,42.95712001
1830,Capomulin,42.36869239
1831,Capomulin,42.87446056
1832,Capomulin,38.95411458
1833,Capomulin,36.35685121
1834,Capomulin,37.07402422
1835,Capomulin,45.0
1836,Capomulin,45.46224327
1837,Capomulin,46.15473721
1838,Capomulin,44.0615214
1839,Capomulin,44.81309343
1840,Capomulin,45.35467916
1841,Capomulin,39.35279201
1842,Capomulin,37.68276664
1843,Capomulin,38.34390154
1844,Capomulin,38.84687569
1845,Capomulin,45.0
1846,Capomulin,39.20212894
1847,Capomulin,39.95234669
1848,Capomulin,45.0
1849,Capomulin,45.8956472
1850,Capomulin,46.74900552
1851,Capomulin,44.44094861
1852,Capomulin,39.0702138
1853,Capomulin,37.34220976
1854,Capomulin,32.86891617
1855,Capomulin,33.51567063
1856,Capomulin,33.94934131
1857,Capomulin,34.45529799
1858,Capomulin,45.0
1859,Capomulin,42.2616653
1860,Capomulin,42.99207658
1861,Capomulin,43.529875700000005
1862,Capomulin,43.96789516
1863,Capomulin,44.59621854
1864,Capomulin,45.26138381
1865,Capomulin,45.94194901
1866,Capomulin,46.82106972
1867,Capomulin,47.68596303
1868,Capomulin,45.0
1869,Capomulin,45.62238149
1870,Capomulin,46.414517700000005
1871,Capomulin,39.80445341
1872,Capomulin,38.90934919
1873,Capomulin,37.69543154
1874,Capomulin,38.21247939
1875,Capomulin,32.56283914
1876,Capomulin,32.94761484
1877,Capomulin,33.32909778
1878,Capomulin,45.0
1879,Capomulin,38.79647373
1880,Capomulin,35.6244027
1881,Capomulin,32.62300253
1882,Capomulin,30.48598484
1883,Capomulin,45.0
1884,Capomulin,41.40859145
1885,Capomulin,36.82536664
1886,Capomulin,35.46461175
1887,Capomulin,34.255731700000005
1888,Capomulin,33.11875607
1889,Capomulin,31.75827491
1890,Capomulin,30.83435704
1891,Capomulin,31.378045299999997
1892,Capomulin,28.43096411
